# META,public,LGE Pressure Sensor Non-wakeup,LGE,string_type=android.sensor.pressure,min_delay_us=40000,max_delay_us=1000000,resolution_hpa=0.0016
# META,unfiltered,LGE Unfiltered Pressure  Non-wakeup,Goertek,string_type=lge.sensor.lg_unfiltered_pressure,min_delay_us=31250,max_delay_us=1000000,resolution_hpa=0.01
source,timestamp_ns,pressure_hpa
unfiltered,668347058861854,981.75280762
public,668347053851073,981.75476074
unfiltered,668347090109041,981.75305176
unfiltered,668347121363989,981.75311279
public,668347093851073,981.75451660
unfiltered,668347152613208,981.75341797
public,668347133851073,981.75445557
unfiltered,668347183859562,981.75463867
public,668347173851073,981.75439453
public,668347213851073,981.75439453
unfiltered,668347215117896,981.75646973
unfiltered,668347246367896,981.75775146
unfiltered,668347277621281,981.75750732
public,668347253851073,981.75439453
unfiltered,668347308865812,981.75756836
public,668347293851073,981.75439453
unfiltered,668347340116281,981.75897217
public,668347333851073,981.75439453
unfiltered,668347371366073,981.75891113
public,668347373851073,981.75439453
unfiltered,668347402615812,981.75854492
unfiltered,668347433867635,981.75958252
public,668347413851073,981.75439453
unfiltered,668347465118156,981.75921631
public,668347453851073,981.75439453
unfiltered,668347496367687,981.75891113
public,668347493851073,981.75439453
unfiltered,668347527579666,981.76013184
public,668347533851073,981.75439453
unfiltered,668347558871854,981.75994873
public,668347573851073,981.75439453
unfiltered,668347590136177,981.76037598
unfiltered,668347621366073,981.76147461
public,668347613851073,981.75439453
unfiltered,668347652622375,981.76208496
public,668347653851073,981.75439453
unfiltered,668347683866593,981.76141357
public,668347693851073,981.75445557
unfiltered,668347715110604,981.75946045
public,668347733851073,981.75451660
unfiltered,668347746364302,981.75830078
unfiltered,668347777612427,981.75750732
public,668347773851073,981.75476074
unfiltered,668347808859354,981.75646973
public,668347813851073,981.75482178
unfiltered,668347840110135,981.75579834
unfiltered,668347871360656,981.75640869
public,668347853851073,981.75482178
unfiltered,668347902612166,981.75561523
public,668347893851073,981.75518799
unfiltered,668347933859875,981.75506592
public,668347933851073,981.75518799
unfiltered,668347965109614,981.75677490
unfiltered,668347996359823,981.75701904
public,668347973851073,981.75518799
unfiltered,668348027609562,981.75567627
public,668348013851073,981.75537109
unfiltered,668348058860083,981.75585938
public,668348053851073,981.75537109
unfiltered,668348090110083,981.75640869
unfiltered,668348121360083,981.75634766
public,668348093851073,981.75537109
unfiltered,668348152611906,981.75549316
public,668348133851073,981.75555420
public,668348173851073,981.75555420
unfiltered,668348183859562,981.75463867
unfiltered,668348215109562,981.75439453
public,668348213851073,981.75537109
unfiltered,668348246360083,981.75476074
unfiltered,668348277609823,981.75549316
public,668348253851073,981.75537109
unfiltered,668348308861698,981.75579834
public,668348293851073,981.75537109
unfiltered,668348340109354,981.75646973
public,668348333851073,981.75537109
unfiltered,668348371364041,981.75695801
unfiltered,668348402609302,981.75762939
public,668348373851073,981.75537109
unfiltered,668348433865083,981.75805664
public,668348413851073,981.75537109
unfiltered,668348465116073,981.75622559
public,668348453851073,981.75537109
unfiltered,668348496363468,981.75469971
public,668348493851073,981.75537109
unfiltered,668348527610135,981.75396729
public,668348533851073,981.75518799
unfiltered,668348558859823,981.75085449
public,668348573851073,981.75518799
unfiltered,668348590127531,981.74822998
unfiltered,668348621359823,981.74859619
public,668348613851073,981.75518799
unfiltered,668348652616125,981.74926758
unfiltered,668348683859614,981.75030518
public,668348653851073,981.75506592
unfiltered,668348715109302,981.75244141
public,668348693851073,981.75494385
public,668348733851073,981.75488281
unfiltered,668348746360083,981.75439453
public,668348773851073,981.75488281
unfiltered,668348777609562,981.75579834
unfiltered,668348808859562,981.75500488
unfiltered,668348840112218,981.75354004
public,668348813851073,981.75482178
public,668348853851073,981.75482178
unfiltered,668348871359562,981.75439453
unfiltered,668348902615812,981.75408936
public,668348893851073,981.75482178
unfiltered,668348933866385,981.75366211
public,668348933851073,981.75482178
unfiltered,668348965115864,981.75256348
unfiltered,668348996366906,981.75146484
public,668348973851073,981.75482178
unfiltered,668349027582114,981.75286865
public,668349013851073,981.75482178
unfiltered,668349058872583,981.75421143
public,668349053851073,981.75482178
unfiltered,668349090119979,981.75549316
public,668349093851073,981.75482178
unfiltered,668349121365812,981.75671387
unfiltered,668349152620500,981.75677490
public,668349133851073,981.75482178
unfiltered,668349183866073,981.75524902
public,668349173851073,981.75482178
public,668349213851073,981.75482178
unfiltered,668349215118937,981.75512695
unfiltered,668349246369198,981.75555420
unfiltered,668349277615031,981.75390625
public,668349253851073,981.75482178
public,668349293851073,981.75482178
unfiltered,668349308865812,981.75286865
unfiltered,668349340116854,981.75170898
public,668349333851073,981.75482178
unfiltered,668349371366073,981.75030518
unfiltered,668349402610135,981.74951172
public,668349373851073,981.75482178
public,668349413851073,981.75482178
unfiltered,668349433859823,981.74859619
unfiltered,668349465110083,981.74945068
public,668349453851073,981.75482178
unfiltered,668349496359875,981.75054932
public,668349493851073,981.75482178
unfiltered,668349527610604,981.75085449
unfiltered,668349558860604,981.75170898
public,668349533851073,981.75482178
unfiltered,668349590126750,981.75201416
public,668349573851073,981.75482178
unfiltered,668349621360343,981.75140381
public,668349613851073,981.75482178
unfiltered,668349652609041,981.75225830
unfiltered,668349683860343,981.75463867
public,668349653851073,981.75482178
unfiltered,668349715109823,981.75579834
public,668349693851073,981.75488281
unfiltered,668349746360135,981.75640869
public,668349733851073,981.75494385
unfiltered,668349777610343,981.75726318
public,668349773851073,981.75500488
unfiltered,668349808829146,981.75720215
unfiltered,668349840109562,981.75695801
public,668349813851073,981.75506592
public,668349853851073,981.75512695
unfiltered,668349871364562,981.75799561
public,668349893851073,981.75518799
unfiltered,668349902609875,981.75836182
public,668349933851073,981.75561523
unfiltered,668349933860864,981.75781250
unfiltered,668349965109875,981.75805664
public,668349973851073,981.75561523
unfiltered,668349996360864,981.75897217
public,668350013851073,981.75567627
unfiltered,668350027609875,981.75958252
public,668350053851073,981.75573730
unfiltered,668350058860916,981.76025391
unfiltered,668350090113208,981.76098633
public,668350093851073,981.75585938
unfiltered,668350121359823,981.76153564
unfiltered,668350152609041,981.76153564
public,668350133851073,981.75585938
unfiltered,668350183860135,981.76013184
public,668350173851073,981.75598145
unfiltered,668350215110604,981.75762939
public,668350213851073,981.75598145
unfiltered,668350246359823,981.75701904
public,668350253851073,981.75598145
unfiltered,668350277610083,981.75756836
public,668350293851073,981.75598145
unfiltered,668350308860343,981.75750732
unfiltered,668350340109823,981.75665283
public,668350333851073,981.75598145
unfiltered,668350371359562,981.75482178
unfiltered,668350402610083,981.75421143
public,668350373851073,981.75585938
public,668350413851073,981.75585938
unfiltered,668350433859562,981.75463867
unfiltered,668350465115760,981.75482178
public,668350453851073,981.75573730
public,668350493851073,981.75567627
unfiltered,668350496359041,981.75506592
unfiltered,668350527578052,981.75445557
public,668350533851073,981.75561523
unfiltered,668350558859302,981.75384521
unfiltered,668350590137166,981.75463867
public,668350573851073,981.75561523
unfiltered,668350621366073,981.75427246
public,668350613851073,981.75518799
unfiltered,668350652621073,981.75421143
public,668350653851073,981.75512695
unfiltered,668350683865552,981.75408936
public,668350693851073,981.75506592
unfiltered,668350715118468,981.75396729
unfiltered,668350746366125,981.75549316
public,668350733851073,981.75506592
unfiltered,668350777616073,981.75616455
public,668350773851073,981.75506592
unfiltered,668350808865291,981.75689697
unfiltered,668350840116593,981.75640869
public,668350813851073,981.75506592
public,668350853851073,981.75506592
unfiltered,668350871366073,981.75494385
unfiltered,668350902619250,981.75555420
public,668350893851073,981.75506592
unfiltered,668350933866593,981.75646973
public,668350933851073,981.75506592
unfiltered,668350965116593,981.75531006
unfiltered,668350996365812,981.75305176
public,668350973851073,981.75500488
unfiltered,668351027633000,981.75231934
public,668351013851073,981.75494385
unfiltered,668351058859614,981.75286865
public,668351053851073,981.75488281
unfiltered,668351090110656,981.75268555
public,668351093851073,981.75488281
unfiltered,668351121359354,981.75286865
unfiltered,668351152613781,981.75390625
public,668351133851073,981.75482178
unfiltered,668351183859302,981.75482178
public,668351173851073,981.75476074
unfiltered,668351215110396,981.75549316
public,668351213851073,981.75482178
unfiltered,668351246360083,981.75531006
unfiltered,668351277610343,981.75476074
public,668351253851073,981.75482178
unfiltered,668351308830552,981.75421143
public,668351293851073,981.75476074
unfiltered,668351340110864,981.75531006
public,668351333851073,981.75476074
unfiltered,668351371363989,981.75720215
unfiltered,668351402610135,981.75756836
public,668351373851073,981.75476074
unfiltered,668351433863989,981.75732422
public,668351413851073,981.75476074
unfiltered,668351465110343,981.75677490
public,668351453851073,981.75476074
public,668351493851073,981.75476074
unfiltered,668351496363781,981.75555420
unfiltered,668351527611437,981.75555420
unfiltered,668351558860343,981.75677490
public,668351533851073,981.75488281
public,668351573851073,981.75500488
unfiltered,668351590130396,981.75732422
unfiltered,668351621362166,981.75817871
public,668351613851073,981.75506592
unfiltered,668351652611646,981.75994873
public,668351653851073,981.75506592
unfiltered,668351683861698,981.76153564
unfiltered,668351715110083,981.76287842
public,668351693851073,981.75512695
unfiltered,668351746361125,981.76385498
public,668351733851073,981.75518799
unfiltered,668351777615291,981.76593018
public,668351773851073,981.75518799
unfiltered,668351808860604,981.76922607
unfiltered,668351840109823,981.77313232
public,668351813851073,981.75518799
unfiltered,668351871361333,981.77697754
public,668351853851073,981.75537109
unfiltered,668351902613729,981.77899170
public,668351893851073,981.75549316
public,668351933851073,981.75561523
unfiltered,668351933859823,981.78045654
unfiltered,668351965113729,981.78125000
unfiltered,668351996360083,981.78155518
public,668351973851073,981.75567627
public,668352013851073,981.75573730
unfiltered,668352027577948,981.78100586
public,668352053851073,981.75573730
unfiltered,668352058861437,981.77990723
unfiltered,668352090113989,981.77935791
unfiltered,668352121360083,981.77813721
public,668352093851073,981.75579834
unfiltered,668352152613989,981.77697754
public,668352133851073,981.75579834
unfiltered,668352183860083,981.77618408
public,668352173851073,981.75610352
public,668352213851073,981.75616455
unfiltered,668352215112687,981.77404785
unfiltered,668352246358989,981.77093506
unfiltered,668352277621541,981.76922607
public,668352253851073,981.75646973
unfiltered,668352308866073,981.76922607
public,668352293851073,981.75683594
unfiltered,668352340115812,981.76947021
public,668352333851073,981.75683594
unfiltered,668352371366073,981.76861572
unfiltered,668352402616333,981.76672363
public,668352373851073,981.75695801
unfiltered,668352433866021,981.76397705
public,668352413851073,981.75701904
unfiltered,668352465116281,981.76141357
public,668352453851073,981.75714111
public,668352493851073,981.75714111
unfiltered,668352496369718,981.75885010
unfiltered,668352527616073,981.75622559
public,668352533851073,981.75714111
unfiltered,668352558866073,981.75476074
unfiltered,668352590130135,981.75335693
public,668352573851073,981.75714111
public,668352613851073,981.75714111
unfiltered,668352621365552,981.75146484
unfiltered,668352652616333,981.74975586
unfiltered,668352683866073,981.74731445
public,668352653851073,981.75714111
public,668352693851073,981.75714111
unfiltered,668352715110343,981.74499512
public,668352733851073,981.75714111
unfiltered,668352746363208,981.74584961
unfiltered,668352777610343,981.74749756
public,668352773851073,981.75714111
unfiltered,668352808829614,981.74768066
public,668352813851073,981.75701904
unfiltered,668352840109562,981.74768066
public,668352853851073,981.75695801
unfiltered,668352871366593,981.74877930
unfiltered,668352902610291,981.74908447
public,668352893851073,981.75683594
unfiltered,668352933864771,981.74853516
public,668352933851073,981.75683594
unfiltered,668352965109562,981.74835205
unfiltered,668352996363208,981.74768066
public,668352973851073,981.75646973
unfiltered,668353027608781,981.74658203
public,668353013851073,981.75610352
unfiltered,668353058859823,981.74548340
public,668353053851073,981.75592041
unfiltered,668353090110343,981.74475098
unfiltered,668353121359302,981.74414063
public,668353093851073,981.75579834
unfiltered,668353152609823,981.74322510
public,668353133851073,981.75573730
unfiltered,668353183859562,981.74255371
public,668353173851073,981.75567627
unfiltered,668353215110083,981.74255371
public,668353213851073,981.75549316
unfiltered,668353246370968,981.74310303
unfiltered,668353277610083,981.74395752
public,668353253851073,981.75537109
unfiltered,668353308859823,981.74414063
public,668353293851073,981.75518799
unfiltered,668353340110552,981.74304199
public,668353333851073,981.75506592
unfiltered,668353371360343,981.74224854
unfiltered,668353402610083,981.74163818
public,668353373851073,981.75506592
unfiltered,668353433860083,981.74047852
public,668353413851073,981.75506592
unfiltered,668353465109823,981.73944092
public,668353453851073,981.75506592
unfiltered,668353496359302,981.73937988
public,668353493851073,981.75506592
unfiltered,668353527586385,981.73974609
unfiltered,668353558860604,981.74023438
public,668353533851073,981.75506592
public,668353573851073,981.75506592
unfiltered,668353590125448,981.74163818
unfiltered,668353621358781,981.74212646
public,668353613851073,981.75506592
unfiltered,668353652614250,981.74249268
unfiltered,668353683859562,981.74340820
public,668353653851073,981.75506592
public,668353693851073,981.75506592
unfiltered,668353715113989,981.74432373
unfiltered,668353746359562,981.74536133
public,668353733851073,981.75506592
unfiltered,668353777610864,981.74609375
public,668353773851073,981.75469971
unfiltered,668353808859562,981.74633789
unfiltered,668353840109823,981.74633789
public,668353813851073,981.75451660
unfiltered,668353871361125,981.74664307
public,668353853851073,981.75445557
unfiltered,668353902617375,981.74877930
public,668353893851073,981.75408936
public,668353933851073,981.75329590
unfiltered,668353933866073,981.75079346
unfiltered,668353965118937,981.75109863
unfiltered,668353996367896,981.75061035
public,668353973851073,981.75280762
unfiltered,668354027616854,981.75000000
public,668354013851073,981.75280762
unfiltered,668354058865552,981.74981689
public,668354053851073,981.75268555
unfiltered,668354090121229,981.74993896
public,668354093851073,981.75189209
unfiltered,668354121366125,981.75103760
unfiltered,668354152616125,981.75317383
public,668354133851073,981.75189209
unfiltered,668354183866854,981.75396729
public,668354173851073,981.75189209
unfiltered,668354215116333,981.75384521
public,668354213851073,981.75189209
unfiltered,668354246365760,981.75335693
public,668354253851073,981.75189209
unfiltered,668354277620552,981.75244141
unfiltered,668354308830864,981.75201416
public,668354293851073,981.75189209
unfiltered,668354340116073,981.75122070
public,668354333851073,981.75140381
unfiltered,668354371364562,981.75073242
unfiltered,668354402610916,981.75024414
public,668354373851073,981.75097656
unfiltered,668354433864250,981.74945068
public,668354413851073,981.75079346
unfiltered,668354465110083,981.74920654
public,668354453851073,981.75067139
unfiltered,668354496360656,981.74865723
public,668354493851073,981.75024414
unfiltered,668354527610343,981.74774170
unfiltered,668354558860135,981.74755859
public,668354533851073,981.75006104
unfiltered,668354590120812,981.74609375
public,668354573851073,981.74993896
unfiltered,668354621366073,981.74438477
public,668354613851073,981.74981689
unfiltered,668354652609562,981.74444580
unfiltered,668354683859510,981.74493408
public,668354653851073,981.74963379
unfiltered,668354715110135,981.74475098
public,668354693851073,981.74926758
unfiltered,668354746360083,981.74389648
public,668354733851073,981.74902344
unfiltered,668354777610083,981.74395752
public,668354773851073,981.74871826
unfiltered,668354808875656,981.74468994
unfiltered,668354840110343,981.74487305
public,668354813851073,981.74853516
public,668354853851073,981.74816895
unfiltered,668354871359302,981.74450684
unfiltered,668354902610083,981.74530029
public,668354893851073,981.74816895
unfiltered,668354933859823,981.74645996
public,668354933851073,981.74816895
unfiltered,668354965109771,981.74645996
unfiltered,668354996360343,981.74517822
public,668354973851073,981.74768066
unfiltered,668355027610864,981.74444580
public,668355013851073,981.74768066
public,668355053851073,981.74731445
unfiltered,668355058860604,981.74530029
unfiltered,668355090117896,981.74603271
unfiltered,668355121359562,981.74517822
public,668355093851073,981.74707031
unfiltered,668355152614562,981.74218750
public,668355133851073,981.74682617
public,668355173851073,981.74658203
unfiltered,668355183859041,981.74023438
unfiltered,668355215114041,981.74029541
public,668355213851073,981.74645996
unfiltered,668355246360604,981.74096680
unfiltered,668355277611437,981.74096680
public,668355253851073,981.74645996
unfiltered,668355308859614,981.74096680
public,668355293851073,981.74633789
unfiltered,668355340109823,981.74108887
public,668355333851073,981.74609375
unfiltered,668355371359823,981.74139404
unfiltered,668355402610135,981.74218750
public,668355373851073,981.74603271
unfiltered,668355433859041,981.74243164
public,668355413851073,981.74591064
unfiltered,668355465111385,981.74279785
public,668355453851073,981.74566650
public,668355493851073,981.74548340
unfiltered,668355496360083,981.74340820
unfiltered,668355527609823,981.74310303
unfiltered,668355558860083,981.74340820
public,668355533851073,981.74517822
unfiltered,668355590127791,981.74420166
public,668355573851073,981.74505615
unfiltered,668355621365864,981.74493408
public,668355613851073,981.74493408
unfiltered,668355652617635,981.74645996
public,668355653851073,981.74493408
unfiltered,668355683865552,981.74890137
public,668355693851073,981.74493408
unfiltered,668355715117427,981.75036621
unfiltered,668355746366073,981.75109863
public,668355733851073,981.74493408
unfiltered,668355777615864,981.75280762
public,668355773851073,981.74493408
unfiltered,668355808829146,981.75341797
unfiltered,668355840116854,981.75421143
public,668355813851073,981.74493408
unfiltered,668355871371333,981.75537109
public,668355853851073,981.74493408
unfiltered,668355902615812,981.75659180
public,668355893851073,981.74493408
unfiltered,668355933869458,981.75872803
public,668355933851073,981.74493408
unfiltered,668355965116385,981.75897217
unfiltered,668355996368156,981.75842285
public,668355973851073,981.74493408
unfiltered,668356027615812,981.75903320
public,668356013851073,981.74493408
unfiltered,668356058860083,981.75939941
public,668356053851073,981.74493408
unfiltered,668356090110604,981.75817871
unfiltered,668356121359562,981.75726318
public,668356093851073,981.74505615
unfiltered,668356152610343,981.75775146
public,668356133851073,981.74517822
public,668356173851073,981.74591064
unfiltered,668356183859562,981.75775146
unfiltered,668356215110343,981.75677490
public,668356213851073,981.74603271
unfiltered,668356246359823,981.75659180
unfiltered,668356277610343,981.75659180
public,668356253851073,981.74609375
unfiltered,668356308859041,981.75604248
public,668356293851073,981.74633789
unfiltered,668356340109823,981.75537109
public,668356333851073,981.74645996
unfiltered,668356371360552,981.75463867
unfiltered,668356402610135,981.75396729
public,668356373851073,981.74645996
unfiltered,668356433859562,981.75415039
public,668356413851073,981.74658203
unfiltered,668356465109823,981.75421143
public,668356453851073,981.74682617
unfiltered,668356496360031,981.75384521
public,668356493851073,981.74768066
unfiltered,668356527610083,981.75396729
public,668356533851073,981.74816895
unfiltered,668356558859823,981.75524902
unfiltered,668356590111437,981.75567627
public,668356573851073,981.74871826
unfiltered,668356621360916,981.75476074
public,668356613851073,981.74926758
unfiltered,668356652614979,981.75421143
public,668356653851073,981.74938965
unfiltered,668356683860604,981.75408936
unfiltered,668356715113937,981.75366211
public,668356693851073,981.74981689
unfiltered,668356746359614,981.75329590
public,668356733851073,981.74993896
unfiltered,668356777610604,981.75256348
public,668356773851073,981.75006104
unfiltered,668356808861906,981.75250244
unfiltered,668356840109041,981.75305176
public,668356813851073,981.75024414
public,668356853851073,981.75067139
unfiltered,668356871359614,981.75299072
unfiltered,668356902609614,981.75274658
public,668356893851073,981.75079346
unfiltered,668356933859562,981.75250244
public,668356933851073,981.75079346
unfiltered,668356965113729,981.75177002
unfiltered,668356996359562,981.75109863
public,668356973851073,981.75079346
public,668357013851073,981.75128174
unfiltered,668357027609510,981.75146484
unfiltered,668357058861906,981.75195313
public,668357053851073,981.75140381
unfiltered,668357090109250,981.75146484
unfiltered,668357121360916,981.75158691
public,668357093851073,981.75146484
unfiltered,668357152613468,981.75213623
public,668357133851073,981.75146484
unfiltered,668357183863208,981.75256348
public,668357173851073,981.75146484
unfiltered,668357215109093,981.75286865
public,668357213851073,981.75146484
unfiltered,668357246365812,981.75201416
unfiltered,668357277618625,981.75164795
public,668357253851073,981.75146484
unfiltered,668357308829302,981.75164795
public,668357293851073,981.75146484
public,668357333851073,981.75152588
unfiltered,668357340117114,981.75146484
unfiltered,668357371374406,981.75146484
unfiltered,668357402615291,981.75164795
public,668357373851073,981.75152588
unfiltered,668357433870500,981.75036621
public,668357413851073,981.75152588
unfiltered,668357465115552,981.74865723
public,668357453851073,981.75152588
public,668357493851073,981.75152588
unfiltered,668357496373364,981.74780273
unfiltered,668357527616333,981.74645996
public,668357533851073,981.75152588
unfiltered,668357558866073,981.74523926
unfiltered,668357590138989,981.74468994
public,668357573851073,981.75152588
unfiltered,668357621365812,981.74493408
public,668357613851073,981.75152588
unfiltered,668357652621281,981.74530029
public,668357653851073,981.75152588
unfiltered,668357683869458,981.74645996
unfiltered,668357715116333,981.74749756
public,668357693851073,981.75152588
unfiltered,668357746368416,981.74786377
public,668357733851073,981.75152588
unfiltered,668357777610083,981.74810791
public,668357773851073,981.75152588
unfiltered,668357808859614,981.74865723
unfiltered,668357840109823,981.74865723
public,668357813851073,981.75152588
unfiltered,668357871359614,981.74841309
public,668357853851073,981.75152588
unfiltered,668357902609823,981.74810791
public,668357893851073,981.75152588
unfiltered,668357933859614,981.74877930
public,668357933851073,981.75152588
unfiltered,668357965110864,981.74920654
unfiltered,668357996360083,981.74877930
public,668357973851073,981.75152588
unfiltered,668358027610552,981.74884033
public,668358013851073,981.75152588
unfiltered,668358058860812,981.74853516
public,668358053851073,981.75152588
unfiltered,668358090080343,981.74713135
unfiltered,668358121365291,981.74591064
public,668358093851073,981.75152588
unfiltered,668358152616333,981.74536133
public,668358133851073,981.75152588
public,668358173851073,981.75152588
unfiltered,668358183860812,981.74493408
unfiltered,668358215114250,981.74383545
public,668358213851073,981.75152588
unfiltered,668358246360604,981.74157715
unfiltered,668358277613208,981.73944092
public,668358253851073,981.75152588
unfiltered,668358308859562,981.73803711
public,668358293851073,981.75152588
unfiltered,668358340109562,981.73913574
public,668358333851073,981.75152588
unfiltered,668358371359771,981.74096680
unfiltered,668358402609823,981.74169922
public,668358373851073,981.75152588
unfiltered,668358433860291,981.74249268
public,668358413851073,981.75152588
unfiltered,668358465114250,981.74243164
public,668358453851073,981.75152588
public,668358493851073,981.75152588
unfiltered,668358496360083,981.74267578
unfiltered,668358527615812,981.74359131
unfiltered,668358558859823,981.74414063
public,668358533851073,981.75152588
unfiltered,668358590126229,981.74444580
public,668358573851073,981.75152588
unfiltered,668358621359823,981.74359131
public,668358613851073,981.75152588
unfiltered,668358652615031,981.74145508
unfiltered,668358683859823,981.74114990
public,668358653851073,981.75152588
unfiltered,668358715110604,981.74237061
public,668358693851073,981.75152588
unfiltered,668358746360343,981.74340820
public,668358733851073,981.75152588
unfiltered,668358777609771,981.74395752
public,668358773851073,981.75146484
unfiltered,668358808827948,981.74438477
public,668358813851073,981.75146484
unfiltered,668358840111646,981.74517822
public,668358853851073,981.75128174
unfiltered,668358871367375,981.74554443
unfiltered,668358902610864,981.74645996
public,668358893851073,981.75115967
unfiltered,668358933871281,981.74627686
public,668358933851073,981.74926758
unfiltered,668358965116125,981.74554443
public,668358973851073,981.74908447
unfiltered,668358996369458,981.74578857
unfiltered,668359027619979,981.74548340
public,668359013851073,981.74884033
unfiltered,668359058867896,981.74584961
public,668359053851073,981.74877930
unfiltered,668359090115552,981.74664307
public,668359093851073,981.74865723
unfiltered,668359121366021,981.74719238
unfiltered,668359152616073,981.74725342
public,668359133851073,981.74859619
unfiltered,668359183866593,981.74584961
public,668359173851073,981.74853516
unfiltered,668359215115812,981.74487305
public,668359213851073,981.74816895
unfiltered,668359246368416,981.74505615
unfiltered,668359277616073,981.74523926
public,668359253851073,981.74810791
public,668359293851073,981.74786377
unfiltered,668359308867114,981.74578857
unfiltered,668359340115812,981.74627686
public,668359333851073,981.74774170
unfiltered,668359371366333,981.74725342
unfiltered,668359402609614,981.74841309
public,668359373851073,981.74737549
public,668359413851073,981.74737549
unfiltered,668359433862166,981.74859619
public,668359453851073,981.74737549
unfiltered,668359465109041,981.74877930
unfiltered,668359496360343,981.74896240
public,668359493851073,981.74737549
unfiltered,668359527609302,981.74981689
unfiltered,668359558860396,981.75079346
public,668359533851073,981.74737549
unfiltered,668359590080604,981.75103760
public,668359573851073,981.74737549
unfiltered,668359621360604,981.75225830
public,668359613851073,981.74737549
unfiltered,668359652614510,981.75280762
unfiltered,668359683859823,981.75195313
public,668359653851073,981.74737549
unfiltered,668359715111646,981.75170898
public,668359693851073,981.74737549
public,668359733851073,981.74737549
unfiltered,668359746359614,981.75213623
unfiltered,668359777610864,981.75299072
public,668359773851073,981.74737549
unfiltered,668359808859823,981.75268555
unfiltered,668359840111125,981.75177002
public,668359813851073,981.74737549
unfiltered,668359871362166,981.75158691
public,668359853851073,981.74737549
public,668359893851073,981.74737549
unfiltered,668359902609093,981.75134277
unfiltered,668359933860083,981.75189209
public,668359933851073,981.74737549
unfiltered,668359965110083,981.75189209
unfiltered,668359996360083,981.75140381
public,668359973851073,981.74737549
unfiltered,668360027609562,981.75109863
public,668360013851073,981.74737549
unfiltered,668360058860083,981.75036621
public,668360053851073,981.74737549
unfiltered,668360090111385,981.75024414
unfiltered,668360121359875,981.75061035
public,668360093851073,981.74737549
unfiltered,668360152609562,981.75048828
public,668360133851073,981.74737549
unfiltered,668360183860343,981.74963379
public,668360173851073,981.74737549
public,668360213851073,981.74737549
unfiltered,668360215109614,981.74963379
unfiltered,668360246359823,981.75018311
public,668360253851073,981.74737549
unfiltered,668360277610083,981.75091553
unfiltered,668360308844198,981.75109863
public,668360293851073,981.74737549
unfiltered,668360340111125,981.75006104
public,668360333851073,981.74737549
unfiltered,668360371367635,981.74981689
unfiltered,668360402609562,981.75048828
public,668360373851073,981.74737549
public,668360413851073,981.74737549
unfiltered,668360433864510,981.75073242
public,668360453851073,981.74737549
unfiltered,668360465109562,981.75054932
unfiltered,668360496362948,981.75048828
public,668360493851073,981.74737549
unfiltered,668360527609562,981.75036621
unfiltered,668360558862427,981.75079346
public,668360533851073,981.74774170
public,668360573851073,981.74810791
unfiltered,668360590125187,981.75122070
unfiltered,668360621365291,981.75061035
public,668360613851073,981.74816895
unfiltered,668360652615552,981.75000000
unfiltered,668360683866333,981.74981689
public,668360653851073,981.74847412
unfiltered,668360715115552,981.74969482
public,668360693851073,981.74853516
public,668360733851073,981.74859619
unfiltered,668360746365552,981.75115967
unfiltered,668360777616073,981.75311279
public,668360773851073,981.74865723
unfiltered,668360808869146,981.75286865
unfiltered,668360840115604,981.75177002
public,668360813851073,981.74871826
public,668360853851073,981.74877930
unfiltered,668360871365812,981.75134277
unfiltered,668360902616073,981.75091553
public,668360893851073,981.74884033
unfiltered,668360933865552,981.75036621
public,668360933851073,981.74896240
unfiltered,668360965115343,981.75079346
unfiltered,668360996367896,981.75189209
public,668360973851073,981.74896240
public,668361013851073,981.74963379
unfiltered,668361027615864,981.75360107
unfiltered,668361058859093,981.75463867
public,668361053851073,981.74975586
unfiltered,668361090080239,981.75427246
unfiltered,668361121360396,981.75329590
public,668361093851073,981.74987793
public,668361133851073,981.74987793
unfiltered,668361152613989,981.75341797
unfiltered,668361183860604,981.75372314
public,668361173851073,981.75000000
unfiltered,668361215113989,981.75305176
public,668361213851073,981.75000000
unfiltered,668361246360396,981.75250244
unfiltered,668361277610604,981.75225830
public,668361253851073,981.75024414
unfiltered,668361308859354,981.75317383
public,668361293851073,981.75030518
unfiltered,668361340111646,981.75305176
public,668361333851073,981.75036621
unfiltered,668361371360083,981.75311279
unfiltered,668361402609823,981.75408936
public,668361373851073,981.75036621
unfiltered,668361433860864,981.75366211
public,668361413851073,981.75042725
public,668361453851073,981.75048828
unfiltered,668361465110135,981.75250244
unfiltered,668361496360083,981.75158691
public,668361493851073,981.75048828
unfiltered,668361527609823,981.75146484
public,668361533851073,981.75054932
unfiltered,668361558860083,981.75115967
public,668361573851073,981.75054932
unfiltered,668361590124927,981.75061035
unfiltered,668361621359771,981.75024414
public,668361613851073,981.75054932
unfiltered,668361652610343,981.75018311
public,668361653851073,981.75054932
unfiltered,668361683867114,981.75061035
unfiltered,668361715110083,981.75195313
public,668361693851073,981.75054932
unfiltered,668361746360604,981.75256348
public,668361733851073,981.75061035
public,668361773851073,981.75073242
unfiltered,668361777612427,981.75109863
unfiltered,668361808873104,981.74981689
public,668361813851073,981.75073242
unfiltered,668361840110083,981.74969482
public,668361853851073,981.75073242
unfiltered,668361871364718,981.74963379
unfiltered,668361902611385,981.75079346
public,668361893851073,981.75073242
unfiltered,668361933868416,981.75177002
public,668361933851073,981.75091553
