# META,lps22hh Pressure Sensor Non-wakeup,STMicro,min_delay_us=40000,max_delay_us=1000000,resolution_hpa=2.0E-4
timestamp_ns,pressure_hpa
82296942740789,981.26733398
82296982765216,981.26416016
82297022764643,981.25585938
82297062763289,981.25463867
82297102764226,981.25952148
82297142764070,981.25488281
82297182762508,981.25561523
82297222763133,981.26342773
82297262763237,981.25708008
82297302763028,981.25439453
82297342762976,981.26342773
82297382763028,981.26391602
82297422763758,981.26147461
82297462763393,981.25927734
82297502764331,981.26098633
82297542762976,981.25878906
82297582763966,981.25537109
82297622763497,981.25976563
82297662762508,981.26367188
82297702801258,981.26464844
82297742801622,981.26831055
82297782800893,981.27124023
82297822800633,981.26147461
82297862757351,981.27270508
82297902754383,981.27197266
82297942753653,981.26171875
82297982754122,981.26147461
82298022753862,981.26123047
82298062811101,981.25927734
82298102755997,981.26635742
82298142756570,981.26733398
82298182761622,981.26953125
82298222762872,981.26562500
82298262762456,981.26367188
82298302762976,981.26416016
82298342762403,981.26538086
82298382761518,981.26953125
82298422763497,981.26147461
82298462762976,981.26269531
82298502764070,981.26074219
82298542764226,981.26123047
82298582762195,981.26513672
82298622764174,981.26220703
82298662763966,981.25976563
82298702763706,981.26318359
82298742763653,981.25170898
82298782764122,981.24975586
82298822764070,981.24853516
82298862801153,981.25708008
82298902800372,981.25854492
82298942800320,981.25781250
82298982775528,981.26147461
82299022753862,981.25170898
82299062753601,981.25805664
82299102754435,981.26489258
82299142742403,981.26562500
82299182762768,981.26684570
82299222762768,981.27001953
82299262757664,981.27441406
82299302764122,981.26611328
82299342763862,981.26025391
82299382762560,981.26074219
82299422765216,981.27001953
82299462763445,981.27368164
82299502762560,981.27490234
82299542762820,981.27490234
82299582763966,981.27587891
82299622763028,981.27636719
82299662762820,981.26879883
82299702763133,981.26904297
82299742764435,981.27197266
82299782762508,981.26416016
82299822763810,981.26416016
82299862763393,981.26586914
82299902800841,981.27319336
82299942801310,981.26391602
82299982800476,981.26538086
82300022801206,981.26245117
82300062800893,981.26635742
82300102754122,981.27075195
82300142753862,981.27246094
82300182754122,981.27270508
82300222741935,981.27319336
82300262756258,981.26928711
82300302758445,981.27490234
82300342763133,981.26684570
82300382762820,981.26611328
82300422761674,981.27148438
82300462761570,981.27441406
82300502762872,981.26831055
82300542762039,981.27246094
82300582762612,981.27001953
82300622762820,981.27026367
82300662762091,981.26953125
82300702763393,981.26782227
82300742763081,981.26660156
82300782762872,981.26977539
82300822763601,981.27709961
82300862764122,981.26977539
82300902762924,981.26391602
82300942762820,981.26269531
82300982762508,981.26074219
82301022763393,981.25537109
82301062801518,981.25952148
82301102800945,981.26855469
82301142800945,981.26464844
82301182754122,981.26684570
82301222753862,981.26733398
82301262753862,981.26049805
82301302756466,981.26025391
82301342739539,981.26293945
82301382765372,981.26220703
82301422763966,981.26635742
82301462762508,981.27221680
82301502762924,981.26782227
82301542763081,981.26293945
82301582762820,981.26000977
82301622762924,981.26635742
82301662764070,981.26684570
82301702763289,981.26074219
82301742763549,981.26171875
82301782763862,981.25756836
82301822762508,981.25292969
82301862763237,981.26147461
82301902762612,981.26342773
82301942763549,981.26440430
82301982763497,981.26245117
82302022763289,981.25512695
82302062800476,981.25634766
82302102800372,981.25463867
82302142801778,981.25268555
82302182801414,981.25122070
82302222801206,981.26123047
82302262763237,981.26220703
82302302753862,981.26318359
82302342754383,981.26635742
82302382754435,981.26611328
82302422744643,981.27075195
82302462755893,981.26562500
82302502759747,981.26831055
82302542762403,981.26464844
82302582762924,981.26782227
82302622762195,981.26245117
82302662762351,981.26489258
82302702762091,981.25854492
82302742763185,981.26293945
82302782763237,981.26977539
82302822762924,981.26953125
82302862762195,981.27636719
82302902763601,981.27490234
82302942763914,981.27172852
82302982763185,981.27758789
82303022763914,981.27246094
82303062763653,981.27294922
82303102763549,981.27563477
82303142763862,981.26953125
82303182763758,981.27221680
82303222762560,981.27856445
82303262800685,981.26782227
82303302800372,981.27416992
82303342806101,981.27294922
82303382754903,981.27563477
82303422754383,981.27172852
82303462754383,981.26757813
82303502740633,981.26953125
82303542764643,981.27465820
82303582764591,981.26953125
82303622762508,981.27026367
82303662762872,981.26953125
82303702763445,981.27368164
82303742763289,981.27832031
82303782763185,981.28491211
82303822763237,981.27954102
82303862762508,981.27880859
82303902763445,981.27685547
82303942763341,981.27563477
82303982762976,981.27709961
82304022762872,981.28198242
82304062762820,981.28515625
82304102763445,981.27954102
82304142763393,981.28295898
82304182763393,981.28002930
82304222762612,981.27783203
82304262800945,981.26928711
82304302801414,981.26928711
82304342801674,981.27758789
82304382801414,981.27905273
82304422800893,981.27514648
82304462753862,981.27856445
82304502754643,981.28540039
82304542753653,981.28833008
82304582747143,981.28393555
82304622807403,981.27416992
82304662756153,981.26757813
82304702740633,981.27709961
82304742762247,981.27783203
82304782762299,981.27319336
82304822762924,981.26806641
82304862762924,981.27954102
82304902763081,981.27368164
82304942763289,981.27148438
82304982762612,981.27392578
82305022762872,981.28491211
82305062763966,981.28588867
82305102763862,981.28515625
82305142763758,981.27807617
82305182763393,981.27270508
82305222763810,981.27172852
82305262764070,981.27416992
82305302763445,981.27978516
82305342763549,981.27661133
82305382763289,981.28295898
82305422800268,981.28271484
82305462800372,981.28417969
82305502800841,981.28637695
82305542760112,981.27172852
82305582753914,981.27319336
82305622753601,981.27368164
82305662754383,981.26416016
82305702741987,981.26733398
82305742763341,981.26782227
82305782762976,981.26635742
82305822763549,981.26684570
82305862762768,981.27612305
82305902762820,981.27368164
82305942763914,981.27539063
82305982762664,981.27490234
82306022763706,981.27148438
82306062763445,981.27734375
82306102763393,981.27490234
82306142764747,981.27709961
82306182762560,981.28198242
82306222763081,981.27661133
82306262763862,981.28686523
82306302764435,981.28833008
82306342763445,981.29125977
82306382765164,981.29760742
82306422763133,981.29858398
82306462800997,981.29418945
82306502801101,981.29833984
82306542801153,981.29809570
82306582763497,981.29541016
82306622806049,981.29956055
82306662754695,981.30078125
82306702754956,981.29907227
82306742754383,981.29858398
82306782740737,981.29125977
82306822756466,981.29443359
82306862759435,981.30029297
82306902762403,981.30297852
82306942762508,981.29711914
82306982761518,981.29858398
82307022761518,981.29687500
82307062761518,981.30322266
82307102762508,981.29809570
82307142762403,981.29077148
82307182762091,981.29028320
82307222762299,981.29248047
82307262764278,981.29272461
82307302764799,981.29467773
82307342764226,981.29541016
82307382763706,981.29785156
82307422764070,981.29199219
82307462764226,981.28515625
82307502763966,981.28076172
82307542762976,981.28173828
82307582762872,981.27636719
82307622801310,981.27441406
82307662801258,981.26684570
82307702800320,981.27758789
82307742754435,981.27490234
82307782753862,981.28027344
82307822754643,981.27685547
82307862754435,981.27368164
82307902741518,981.27929688
82307942763601,981.27709961
82307982762820,981.28149414
82308022763497,981.27172852
82308062763549,981.26757813
82308102762872,981.26953125
82308142763601,981.27075195
82308182764018,981.26782227
82308222762716,981.26562500
82308262763081,981.26245117
82308302763601,981.27001953
82308342763237,981.27636719
82308382762560,981.27343750
82308422762924,981.27587891
82308462764278,981.27661133
82308502762560,981.27685547
82308542763081,981.26879883
82308582763914,981.28344727
82308622800112,981.28613281
82308662800476,981.28125000
82308702801987,981.28491211
82308742801466,981.27929688
82308782799956,981.27929688
82308822777299,981.27539063
82308862753341,981.27612305
82308902754122,981.26733398
82308942753601,981.27001953
82308982742924,981.27758789
82309022756153,981.28369141
82309062759487,981.28369141
82309102762924,981.28002930
82309142762039,981.28320313
82309182762351,981.28588867
82309222762820,981.28564453
82309262762716,981.27880859
82309302762872,981.28466797
82309342762039,981.28369141
82309382763185,981.28247070
82309422762091,981.27929688
82309462763549,981.27978516
82309502763653,981.27465820
82309542763028,981.27905273
82309582763393,981.27734375
82309622763706,981.28076172
82309662762768,981.27905273
82309702762820,981.28466797
82309742763289,981.28784180
82309782762768,981.28784180
82309822801206,981.29003906
82309862799851,981.28515625
82309902800372,981.28344727
82309942754643,981.29199219
82309982754903,981.27563477
82310022754435,981.27832031
82310062740216,981.28491211
82310102763549,981.28564453
82310142762612,981.28198242
82310182765112,981.28930664
82310222763028,981.29223633
82310262763966,981.28881836
82310302763081,981.28955078
82310342763862,981.28222656
82310382763549,981.28344727
82310422762924,981.28564453
82310462763445,981.28515625
82310502763445,981.27636719
82310542764226,981.27172852
82310582763393,981.27368164
82310622763393,981.27758789
82310662762872,981.27856445
82310702762508,981.27197266
82310742762664,981.27124023
82310782764591,981.26318359
82310822800945,981.27343750
82310862801987,981.27563477
82310902800841,981.27832031
82310942801362,981.27465820
82310982800424,981.28271484
82311022754122,981.26977539
82311062753081,981.26562500
82311102753601,981.26904297
82311142753862,981.28076172
82311182867820,981.28613281
82311222754331,981.28320313
82311262759539,981.28710938
82311302761778,981.27954102
82311342761622,981.28271484
82311382763185,981.28198242
82311422762091,981.27392578
82311462761622,981.28491211
82311502762664,981.28271484
82311542761622,981.28076172
82311582762820,981.28515625
82311622763237,981.28198242
82311662764174,981.28198242
82311702763862,981.27343750
82311742763341,981.26782227
82311782764070,981.27783203
82311822764435,981.27148438
82311862764331,981.27661133
82311902764383,981.28784180
82311942763393,981.28295898
82311982801101,981.28369141
82312022764278,981.28198242
82312062801362,981.27563477
82312102800997,981.27661133
82312142754383,981.27612305
82312182753914,981.27905273
82312222754174,981.28637695
82312262740841,981.27758789
82312302762924,981.27954102
82312342762768,981.27929688
82312382763341,981.28051758
82312422763081,981.27734375
82312462763601,981.28247070
82312502763028,981.27587891
82312542763966,981.28027344
82312582763653,981.28442383
82312622763393,981.28564453
82312662763341,981.27856445
82312702762508,981.28588867
82312742763341,981.28466797
82312782763706,981.27807617
82312822763862,981.27465820
82312862762820,981.27905273
82312902762508,981.28491211
82312942762872,981.28930664
82312982762560,981.28710938
82313022800112,981.28515625
82313062800945,981.28857422
82313102800841,981.28906250
82313142800320,981.29467773
82313182800060,981.29150391
82313222754383,981.29785156
82313262753601,981.28906250
82313302753601,981.28784180
82313342743341,981.28271484
82313382761362,981.27832031
82313422756153,981.27661133
82313462741674,981.27636719
82313502762976,981.27514648
82313542762351,981.27929688
82313582762091,981.28295898
82313622761726,981.28442383
82313662762091,981.29492188
82313702761622,981.29174805
82313742762091,981.29199219
82313782762403,981.29125977
82313822763341,981.28833008
82313862762195,981.29101563
82313902763706,981.28857422
82313942759799,981.28710938
82313982763237,981.29077148
82314022763445,981.28759766
82314062762924,981.29150391
82314102762924,981.29003906
82314142763497,981.28881836
82314182801049,981.28906250
82314222801883,981.29003906
82314262800424,981.28369141
82314302753862,981.28198242
82314342754383,981.28198242
82314382754122,981.27978516
82314422754903,981.27270508
82314462742820,981.27343750
82314502763445,981.27514648
82314542762560,981.27441406
82314582763549,981.27661133
82314622763445,981.28271484
82314662762508,981.28222656
82314702762664,981.27636719
82314742763081,981.27734375
82314782763653,981.28051758
82314822765320,981.27978516
82314862763445,981.28662109
82314902762560,981.27905273
82314942762560,981.27734375
82314982763185,981.28125000
82315022762768,981.28344727
82315062762508,981.28320313
82315102763081,981.27807617
82315142762924,981.28369141
82315182763497,981.28027344
82315222800581,981.28588867
82315262801414,981.28198242
82315302801570,981.28247070
82315342801674,981.28076172
82315382800476,981.28686523
82315422753862,981.29223633
82315462754903,981.29199219
82315502754383,981.29248047
82315542741101,981.29638672
82315582755789,981.29077148
82315622755372,981.27929688
82315662761622,981.28100586
82315702762976,981.27587891
82315742762143,981.26928711
82315782761674,981.26635742
82315822761518,981.27050781
82315862762091,981.27099609
82315902761987,981.27636719
82315942762403,981.27685547
82315982761310,981.28564453
82316022762872,981.28515625
82316062762664,981.28588867
82316102763289,981.28759766
82316142763601,981.27905273
82316182762768,981.29248047
82316222764122,981.28564453
82316262762820,981.28466797
82316302762820,981.28466797
82316342764487,981.28588867
82316382801049,981.28955078
82316422800424,981.28784180
82316462801101,981.29345703
82316502754122,981.29467773
82316542754383,981.29296875
82316582754435,981.28979492
82316622759018,981.29199219
82316662741258,981.29492188
82316702763393,981.29199219
82316742762924,981.29736328
82316782763914,981.28930664
82316822763289,981.28491211
82316862763445,981.28588867
82316902763289,981.28417969
82316942764122,981.27563477
82316982764331,981.27709961
82317022763653,981.28002930
82317062762612,981.27612305
82317102763289,981.27294922
82317142763601,981.27343750
82317182763445,981.27612305
82317222762612,981.27368164
82317262765216,981.27416992
82317302762872,981.26831055
82317342762976,981.27661133
82317382801726,981.27612305
82317422800841,981.27319336
82317462800320,981.27026367
82317502801622,981.26953125
82317542800372,981.26391602
82317582754643,981.27075195
82317622754070,981.28051758
82317662754383,981.27929688
82317702754903,981.27978516
82317742757143,981.27148438
82317782755633,981.26879883
82317822758706,981.27148438
82317862762143,981.26611328
82317902762768,981.27099609
82317942761674,981.26977539
82317982762299,981.27612305
82318022761518,981.27905273
82318062761935,981.28686523
82318102762091,981.28344727
82318142762456,981.28417969
82318182761778,981.28710938
82318222763289,981.28466797
82318262762924,981.27905273
82318302762664,981.27319336
82318342763653,981.27148438
82318382763549,981.27734375
82318422763549,981.28247070
82318462762768,981.27343750
82318502762820,981.27636719
82318542764174,981.27099609
82318582763341,981.27050781
82318622801258,981.27124023
82318662800060,981.26831055
82318702754122,981.26318359
82318742754643,981.26489258
82318782754122,981.27612305
82318822741101,981.28784180
82318862765997,981.28247070
82318902763289,981.27856445
82318942764174,981.27587891
82318982764174,981.27685547
82319022764435,981.27612305
82319062764018,981.27758789
82319102763081,981.27270508
82319142763393,981.26904297
82319182762664,981.27001953
82319222763081,981.27099609
82319262762508,981.26879883
82319302765893,981.25854492
82319342763266,981.26220703
82319382762849,981.26318359
82319422763162,981.26660156
82319462763214,981.26586914
82319502762902,981.26611328
82319542763579,981.26904297
82319582763683,981.27490234
82319622800766,981.26464844
82319662800349,981.26367188
82319702800714,981.26416016
82319742801547,981.26855469
82319782753422,981.27270508
82319822753683,981.27197266
82319862753943,981.28100586
82319902757068,981.27539063
82319942793058,981.26904297
82319982755870,981.26733398
82320022756339,981.26806641
82320062761443,981.27221680
82320102761027,981.27929688
82320142761391,981.27075195
82320182762016,981.26513672
82320222761756,981.26953125
82320262761391,981.26879883
82320302761912,981.26757813
82320342762641,981.26416016
82320382762641,981.25976563
82320422762745,981.26074219
82320462762589,981.25830078
82320502763474,981.26733398
82320542763422,981.27026367
82320582764099,981.27197266
82320622762849,981.27172852
82320662763214,981.26953125
82320702762641,981.27001953
82320742800818,981.27587891
82320782800193,981.26782227
82320822800297,981.27050781
82320862754204,981.27832031
82320902753683,981.27856445
82320942754516,981.27636719
82320982754204,981.27416992
82321022741860,981.27612305
82321062762329,981.28027344
82321102762537,981.26708984
82321142762589,981.26953125
82321182762641,981.27270508
82321222763006,981.27319336
82321262762433,981.27758789
82321302763891,981.27246094
82321342763266,981.27490234
82321382762693,981.27099609
82321422762693,981.26904297
82321462762902,981.27563477
82321502763006,981.27343750
82321542762641,981.27758789
82321582762849,981.28808594
82321622763006,981.28271484
82321662762745,981.28515625
82321702762641,981.28222656
82321742763422,981.28588867
82321782799672,981.28393555
82321822801183,981.27734375
82321862801287,981.28027344
82321902801547,981.27783203
82321942801287,981.28002930
82321982754985,981.27954102
82322022754464,981.28100586
82322062753943,981.27514648
82322102742224,981.27636719
82322142757329,981.27832031
82322182757433,981.27221680
82322222761964,981.27172852
82322262761391,981.26367188
82322302761495,981.26708984
82322342762277,981.25878906
82322382762016,981.26757813
82322422761339,981.26708984
82322462761964,981.26635742
82322502762172,981.26806641
82322542761964,981.26879883
82322582762172,981.27197266
82322622763110,981.26562500
82322662762641,981.27392578
82322702762693,981.27099609
82322742763266,981.27978516
82322782764047,981.28271484
82322822763214,981.27612305
82322862763527,981.27026367
82322902762537,981.26904297
82322942800506,981.27734375
82322982759933,981.27661133
82323022801495,981.27685547
82323062753735,981.26733398
82323102753943,981.26928711
82323142754464,981.27807617
82323182756860,981.27978516
82323222741287,981.27001953
82323262762902,981.26708984
82323302763162,981.26733398
82323342763318,981.26611328
82323382763422,981.26733398
82323422764308,981.26879883
82323462763110,981.27587891
82323502763110,981.27172852
82323542763058,981.27514648
82323582763214,981.27807617
82323622763787,981.26977539
82323662763631,981.26611328
82323702763110,981.28027344
82323742763891,981.28149414
82323782762224,981.28222656
82323822762537,981.28735352
82323862762745,981.29125977
82323902762902,981.28857422
82323942800766,981.28271484
82323982800714,981.27832031
82324022800974,981.27392578
82324062800610,981.27929688
82324102801339,981.27783203
82324142754204,981.27636719
82324182753943,981.28125000
82324222754204,981.28002930
82324262754516,981.27856445
82324302756964,981.27734375
82324342756704,981.28344727
82324382759777,981.28295898
82324422761652,981.28027344
82324462763370,981.27929688
82324502761912,981.28027344
82324542761547,981.27905273
82324582761443,981.27758789
82324622762172,981.28002930
82324662761391,981.27880859
82324702761339,981.27587891
82324742762120,981.27905273
82324782763527,981.28173828
82324822762641,981.28906250
82324862762745,981.28637695
82324902762693,981.27880859
82324942762745,981.27221680
82324982763318,981.27832031
82325022762537,981.28491211
82325062762693,981.27734375
82325102763266,981.27807617
82325142801027,981.27148438
82325182800922,981.26831055
82325222799777,981.25634766
82325262753683,981.26367188
82325302754204,981.26855469
82325342754204,981.27172852
82325382742068,981.27441406
82325422763058,981.27783203
82325462764047,981.27490234
82325502764204,981.27441406
82325542762329,981.27783203
82325582763214,981.27392578
82325622763318,981.27758789
82325662762433,981.28173828
82325702762433,981.28198242
82325742764047,981.27978516
82325782763162,981.27685547
82325822763214,981.28320313
82325862763683,981.28442383
82325902763787,981.27709961
82325942762641,981.27685547
82325982762485,981.28002930
82326022762849,981.27612305
82326062763422,981.27709961
82326102762693,981.28295898
82326142800662,981.28881836
82326182800662,981.28857422
82326222800766,981.28393555
82326262800662,981.28442383
82326302800193,981.28613281
82326342754516,981.28173828
82326382753422,981.27490234
82326422753995,981.26928711
82326462740662,981.26953125
82326502757329,981.27075195
82326542755922,981.27441406
82326582741495,981.28320313
82326622761964,981.28442383
82326662761912,981.27905273
82326702761860,981.27856445
82326742761756,981.27148438
82326782761704,981.27709961
82326822762277,981.27319336
82326862761391,981.27270508
82326902762485,981.27978516
82326942763214,981.27954102
82326982763006,981.28076172
82327022763370,981.28369141
